Customer ID,CLV,Segment,recency,frequency,monetary
12483,1913.652066507099,Loyal,17,8,33.133066666666664
12484,3049.860109248845,Champion,33,6,13.126358381502891
12488,2549.583567228027,Champion,10,3,23.612
12490,4114.4210500486515,Champion,5,10,22.114
12492,1009.1386434580268,At Risk,63,2,13.160500000000004
12493,728.8861697590165,Lost,166,2,19.715454545454545
12494,1235.8341489640784,At Risk,16,7,16.183116883116885
12498,1433.9216656751096,Loyal,21,3,17.55217391304348
12500,3555.009469676722,Champion,23,11,69.80032786885245
12502,2980.753930112098,Champion,96,5,25.332448979591835
12504,1468.906905695599,Loyal,18,2,53.5611111111111
12507,1097.7361717441931,At Risk,134,3,62.13380952380952
12508,1742.0966633198716,Loyal,26,2,5.772028985507246
12510,566.0847564971804,Lost,143,2,29.774848484848484
12516,1379.188410814727,At Risk,78,2,50.46384615384615
12517,2642.9133121803634,Champion,28,5,8.812816901408452
12518,3874.192019086333,Champion,1,5,16.58782258064516
12520,1955.404726010694,Loyal,79,5,17.330657894736845
12522,1379.8027678419276,At Risk,39,2,16.06
12523,1770.2207031765806,Loyal,19,11,16.884622641509434
12524,3714.2017458972314,Champion,9,8,31.150833333333335
12526,2348.7660241547137,Loyal,1,3,18.54450704225352
12527,534.5468865965282,Lost,82,3,19.37277777777778
12528,1605.366253855478,Loyal,9,6,21.01608695652174
12530,1342.0495866574963,At Risk,60,4,25.186060606060607
12535,921.04079071986,At Risk,92,2,21.069117647058825
12536,19349.566415057656,Champion,43,3,48.282873563218395
12539,3332.146590470281,Champion,22,4,20.396886446886448
12540,9966.91174950751,Champion,20,17,28.03397489539749
12541,992.3312936764518,At Risk,30,3,18.868846153846153
12545,740.8089127414667,Lost,75,2,20.0078
12546,1711.1271858590906,Loyal,47,2,16.833333333333332
12547,432.8552208925289,Lost,198,2,25.975
12552,1574.3827369853457,Loyal,39,2,21.891
12553,2839.325674092102,Champion,8,10,19.33130890052356
12556,997.567179847504,At Risk,50,2,4.989338842975207
12557,8466.170770789666,Champion,16,5,363.36242424242425
12559,405.9608131765328,Lost,311,2,26.74809523809524
12560,1873.4343348517857,Loyal,5,3,20.323904761904764
12562,4576.107295772034,Champion,8,7,22.510357142857146
12567,6180.166740312144,Champion,23,10,21.079103139013455
12569,4400.910893784566,Champion,2,32,21.939840425531912
12571,1124.9291775319034,At Risk,40,2,15.28264705882353
12572,2281.0956735864984,Loyal,9,2,17.006999999999998
12576,1291.8062065856543,At Risk,36,5,14.952613636363637
12577,627.846229414116,Lost,35,3,4.474829931972788
12578,1187.6324012741095,At Risk,21,2,24.51324561403509
12582,626.3211319862935,Lost,239,2,23.24363636363637
12583,5140.852049339278,Champion,3,15,29.47927125506073
12584,2188.2113983176937,Loyal,4,9,24.355729166666663
12585,850.9765774296495,At Risk,234,2,23.44942528735632
12589,1327.9493596634693,At Risk,29,2,18.47657142857143
12592,693.8573509722805,Lost,92,2,24.311111111111114
12593,696.5695832116297,Lost,109,3,19.909523809523808
12594,2882.405374010477,Champion,38,10,28.290000000000003
12596,759.4441131871779,Lost,51,2,22.898888888888887
12597,3461.6457792301994,Champion,19,4,18.50106796116505
12598,2528.039988515468,Champion,10,8,22.902121212121212
12599,1129.8523213635538,At Risk,29,7,16.654516129032256
12600,2222.062948496753,Loyal,29,10,40.61
12601,713.5612012520335,Lost,190,5,20.609285714285715
12604,481.8639802156055,Lost,79,2,15.88625
12609,1026.85116038268,At Risk,78,3,18.78083333333333
12610,2628.3962679220426,Champion,23,5,19.80698113207547
12613,2724.96982688774,Champion,57,5,21.858692810457516
12615,2784.1838232013733,Champion,2,4,21.820857142857143
12616,730.2845639252287,Lost,95,2,22.290625
12619,3937.850302486349,Champion,16,9,40.45822222222222
12620,1386.780561897875,At Risk,15,3,14.558804347826088
12621,10413.514837465453,Champion,2,20,29.31406852248394
12624,949.9670940397242,At Risk,106,2,16.87184210526316
12625,1059.527765459937,At Risk,212,2,31.207209302325584
12626,4924.645519181872,Champion,23,9,22.51863945578231
12627,6407.262536467669,Champion,11,7,19.47186956521739
12628,2103.1842498810665,Loyal,4,3,19.181951219512197
12630,2646.2040546505045,Champion,10,2,19.8575
12633,1418.6786522822342,Loyal,59,4,21.425544554455445
12635,1888.860981842755,Loyal,90,2,16.724554455445546
12637,4073.7045904786305,Champion,67,8,15.440769230769227
12640,1781.382922091216,Loyal,24,3,22.16188679245283
12642,1922.264131599277,Loyal,25,3,21.55872340425532
12643,2312.8694937091386,Loyal,128,6,139.36
12645,1516.7982873428907,Loyal,34,4,24.31753424657534
12646,2623.3910649263885,Champion,5,2,29.932666666666663
12647,2855.692704622996,Champion,22,12,30.76710743801653
12649,739.1583139400072,Lost,107,3,20.113225806451613
12653,1486.6476936714696,Loyal,149,2,51.391860465116274
12654,781.2210905256942,Lost,11,5,15.841578947368422
12656,4150.248926134662,Champion,17,5,32.152142857142856
12657,3065.0106733152597,Champion,11,4,34.961276595744685
12662,2996.4154846993692,Champion,1,11,16.73817391304348
12664,3895.919327642305,Champion,8,9,131.94270270270272
12668,2784.7750341105884,Champion,12,4,23.64689440993789
12669,1927.0831708408884,Loyal,151,3,27.168613861386135
12670,2968.930641344981,Champion,10,5,32.56576086956522
12673,628.2913245450509,Lost,5,2,14.536190476190477
12674,2087.6890074458797,Loyal,39,4,23.742168674698792
12676,1092.892371785212,At Risk,25,6,29.58644444444445
12678,13722.945003739078,Champion,42,12,106.83915151515151
12679,705.3869776247209,Lost,59,4,23.187916666666663
12680,1782.04621528915,Loyal,1,4,16.619056603773583
12681,10038.363475998762,Champion,15,22,21.610564263322885
12682,9387.196558448644,Champion,4,31,23.406133333333333
12683,5934.5171377115785,Champion,4,15,24.641191860465117
12684,2585.504395706418,Champion,8,7,21.748857142857144
12685,5456.17185044535,Champion,28,6,18.23617834394904
12689,1761.296122496001,Loyal,26,2,17.327916666666667
12691,1000.58419614491,At Risk,28,6,32.36875
12693,937.283213692845,At Risk,127,4,21.946410256410257
12694,1027.8532441151713,At Risk,70,2,23.504594594594593
12695,1081.4743920957308,At Risk,7,4,21.55925925925926
12697,1324.329407904114,At Risk,29,3,23.355853658536585
12700,4704.358379412142,Champion,8,4,18.432798507462685
12701,861.5217461907208,At Risk,80,2,15.0511320754717
12704,3351.3285375607147,Champion,7,8,26.600454545454543
12705,4914.050015916218,Champion,15,9,20.56374251497006
12708,2232.7143578490386,Loyal,30,10,17.27968152866242
12709,7329.585707137557,Champion,15,15,46.81019230769231
12710,1015.1192880880888,At Risk,97,3,14.922337662337664
12712,3503.41655071457,Champion,29,13,33.053609022556394
12714,3655.413209533607,Champion,9,5,18.18092664092664
12716,1204.7738466710236,At Risk,4,2,15.267971014492751
12717,817.0430759661865,Lost,151,2,18.74509090909091
12719,1779.891779011578,Loyal,5,2,16.53717948717949
12720,4377.276088077799,Champion,3,25,16.332570621468925
12721,2144.438319476996,Loyal,32,6,16.497701863354038
12722,1655.3985463024028,Loyal,85,4,18.82320754716981
12723,2027.2760428418037,Loyal,4,5,10.508260869565218
12724,1049.110678452391,At Risk,5,4,19.460566037735852
12726,2198.8076546228745,Loyal,28,7,21.041129032258063
12727,3226.9081871498524,Champion,11,7,28.638129496402875
12728,823.3088590454564,Lost,71,4,18.18108695652174
12731,13784.712114292706,Champion,24,12,68.96317518248175
12735,654.8052487160066,Lost,315,2,18.12953488372093
12739,877.7898767399869,At Risk,78,2,26.658947368421053
12744,16171.114435514468,Champion,52,7,95.85265765765766
12747,3218.4675361787363,Champion,2,11,40.737961165048546
12748,25943.094823925636,Champion,1,209,7.338352557127313
12749,4064.459668004417,Champion,4,5,20.55718592964824
12753,13508.334615680364,Champion,23,6,108.77862944162436
12754,2726.0589543017927,Champion,236,3,47.78952380952381
12755,327.8467712589919,Lost,281,2,952.9875
12757,8288.892170470046,Champion,16,13,21.17816711590297
12758,1401.1079107470084,Loyal,117,2,28.779278350515465
12759,1370.774719182568,At Risk,52,3,16.12042105263158
12762,5733.287572469129,Champion,8,2,27.51478260869565
12763,426.97646791951007,Lost,138,2,27.448888888888888
12766,4658.872176771925,Champion,4,7,22.547193548387096
12775,1369.606056243547,At Risk,17,5,21.00060606060606
12778,978.2738606380244,At Risk,20,6,16.4446
12779,3089.710629705851,Champion,38,8,26.72053691275168
12781,612.5865393491622,Lost,64,2,33.0696
12782,1735.4856446913475,Loyal,5,5,22.630291262135923
12783,5141.8506399794505,Champion,2,6,26.49892857142857
12784,1805.0202560265875,Loyal,9,2,9.73593220338983
12787,908.3273121882283,At Risk,10,3,23.183
12793,575.5340072411916,Lost,335,2,22.728333333333335
12794,1737.6235362949938,Loyal,53,2,19.12022222222222
12798,7335.280181765436,Champion,10,3,872.13
12808,577.1196128343785,Lost,37,3,17.273214285714285
12811,632.539732916518,Lost,261,3,16.608064516129033
12815,987.9501316101274,At Risk,148,2,22.6268085106383
12816,852.9315736605354,At Risk,96,2,19.731034482758623
12820,983.2075383461364,At Risk,3,4,15.97186440677966
12822,1342.7844854282578,At Risk,71,2,20.62782608695652
12823,1666.9459504511924,Loyal,75,5,351.9
12826,1332.792504786516,At Risk,3,7,16.205714285714286
12827,1838.01627033096,Loyal,6,3,17.206000000000003
12828,2031.8045983292816,Loyal,3,6,18.19125
12829,454.0417240707933,Lost,337,2,26.636363636363637
12830,6626.666183804311,Champion,38,6,179.33263157894737
12832,1015.126238234043,At Risk,32,2,14.186296296296296
12836,1828.919882742012,Loyal,59,4,14.930628571428572
12838,499.2510051280739,Lost,34,2,5.55390243902439
12839,4271.928454327758,Champion,3,14,17.80707006369427
12840,2452.5315516089804,Champion,144,4,24.13070796460177
12841,3175.4086812311425,Champion,5,25,9.577023809523808
12842,972.6359043884486,At Risk,70,2,32.9114705882353
12843,2022.4239615470392,Loyal,66,8,16.526796116504855
12844,903.9785537034556,At Risk,29,2,6.268461538461539
12845,615.3649371005771,Lost,267,4,13.114444444444445
12849,699.5577621434572,Lost,31,2,20.6056862745098
12853,1573.224303771744,Loyal,135,6,25.09102564102564
12854,1101.0106455768866,At Risk,79,3,12.040909090909093
12856,5426.705189343817,Champion,8,6,6.942452229299363
12857,602.7184038770142,Lost,211,2,24.05217391304348
12865,1577.519981140133,Loyal,26,2,16.507684210526318
12867,3105.7055026271246,Champion,26,7,7.503382899628253
12868,1347.334849019779,At Risk,186,6,15.0192523364486
12871,752.8178164647009,Lost,84,2,34.60363636363636
12872,458.98753448521626,Lost,327,2,9.090454545454548
12875,351.99160438751176,Lost,143,2,171.61500000000004
12876,2110.8260732892627,Loyal,58,2,26.09435294117647
12877,1432.7333432030025,Loyal,4,12,9.972532467532467
12878,863.1441205540004,At Risk,236,2,18.19127659574468
12879,1712.6346991729297,Loyal,45,3,57.322
12882,4063.323780140398,Champion,9,2,112.54153846153848
12883,1601.7138051712866,Loyal,25,4,16.749285714285715
12885,1493.0543901998474,Loyal,63,3,16.552394366197184
12886,1070.3113695023155,At Risk,68,2,16.809756097560978
12888,494.0959901509547,Lost,214,2,70.824
12891,641.8113053754446,Lost,186,3,110.33333333333331
12895,1074.2200144233725,At Risk,42,2,16.945454545454545
12897,438.4822230396765,Lost,205,2,54.125
12901,17368.985293523878,Champion,9,28,152.19431034482758
12904,880.9775668163979,At Risk,18,2,7.0775
12906,2815.762933331653,Champion,12,5,46.34619047619047
12908,681.9796852379535,Lost,176,2,375.0
12909,1686.8560238496125,Loyal,40,5,23.941428571428577
12910,2907.2245993406564,Champion,23,8,41.00053333333333
12912,5222.9221812875185,Champion,3,5,69.2625
12913,1834.731418742101,Loyal,5,5,49.6726
12915,417.626913220605,Lost,149,2,16.529545454545453
12916,2094.589613991095,Loyal,139,4,28.094859813084113
12919,2149.8217328028195,Loyal,8,6,26.7038
12921,12556.867090709671,Champion,9,37,23.037625
12924,1060.7681583335964,At Risk,88,4,31.123333333333335
12925,1598.819052628779,Loyal,5,2,15.423333333333332
12928,1582.45728788248,Loyal,35,5,24.555952380952384
12930,800.9585218594526,Lost,78,2,16.632
12931,32500.498391524,Champion,22,15,512.8775609756098
12933,837.3734341568337,At Risk,24,3,5.7314150943396225
12935,1813.272018530527,Loyal,2,7,16.749612403100773
12936,1524.31142536054,Loyal,17,4,17.15967741935484
12937,1627.8817915254476,Loyal,15,4,12.535583333333332
12939,7983.783798269435,Champion,64,8,246.42127659574467
12940,1874.881295222873,Loyal,55,2,9.227676767676767
12942,629.6514024890487,Lost,131,3,9.118666666666666
12944,538.4968331271821,Lost,36,2,20.150333333333332
12947,1279.8304437950765,At Risk,144,6,16.535979381443298
12948,2093.7608971977093,Loyal,16,7,17.801293103448273
12949,3048.119721731681,Champion,31,8,19.382418604651164
12950,6435.073690653496,Champion,2,3,80.1304347826087
12951,1083.7649330648878,At Risk,9,6,16.89
12952,2317.543902808302,Loyal,6,4,17.566962025316457
12955,4623.187344739481,Champion,1,11,26.428666666666665
12957,3210.282449873156,Champion,10,8,16.880420168067225
12962,902.265213610772,At Risk,7,2,16.649375
12963,1459.0422891266828,Loyal,8,8,19.54347368421053
12967,495.68099144058624,Lost,358,2,87.41578947368421
12970,662.8328942761786,Lost,7,4,2.9949668874172186
12971,8826.457128329344,Champion,4,86,36.68822950819672
12980,5201.349132578163,Champion,158,9,368.745
12981,938.1321755578862,At Risk,30,2,18.610999999999997
12985,2806.910820568693,Champion,1,2,16.30763157894737
12987,787.1595912243644,Lost,74,2,19.95357142857143
12989,5453.054990268695,Champion,3,15,108.18921875
12990,631.6513469918482,Lost,31,3,31.5
12991,1069.804602862566,At Risk,23,2,16.25032258064516
12993,670.9220291218681,Lost,23,4,15.361481481481482
12994,985.849855852854,At Risk,4,3,15.97409836065574
12997,1125.4743199515751,At Risk,22,4,20.794745762711862
12999,588.9530725866769,Lost,196,3,16.28142857142857
13000,567.497389836642,Lost,107,3,17.253225806451614
13001,7875.483635787704,Champion,4,13,28.964070796460177
13003,609.0054755067808,Lost,106,3,24.84166666666667
13004,4475.3432286891175,Champion,12,18,13.999777227722772
13005,608.3408685555162,Lost,174,2,19.75769230769231
13012,1570.779768392831,Loyal,9,8,18.6723595505618
13013,2799.922459181264,Champion,1,13,21.967762557077627
13014,3188.777701264659,Champion,11,10,31.800733944954125
13015,3071.296677650176,Champion,53,5,19.012954545454548
13016,1249.9477599556976,At Risk,73,3,16.806170212765956
13018,6744.278169870884,Champion,16,28,15.890174672489085
13021,2222.6772789252045,Loyal,4,9,19.97236641221374
13023,1196.7110031042753,At Risk,64,2,17.2475
13026,1256.4197277272572,At Risk,1,5,24.384
13027,4466.81074123977,Champion,114,6,265.84615384615387
13028,1949.9861065117757,Loyal,23,2,14.695999999999998
13029,960.8506746594464,At Risk,31,3,124.75
13030,556.4948577934254,Lost,11,2,8.075555555555555
13032,1805.6330518317557,Loyal,52,2,14.227887323943662
13034,623.2308826000759,Lost,55,2,17.372162162162162
13035,925.0309369390002,At Risk,74,2,34.1437037037037
13037,1028.2551644030982,At Risk,138,3,18.355625
13038,834.61396151782,At Risk,80,3,32.445
13040,2364.8160578815387,Loyal,9,2,15.743953488372092
13046,775.7559616123872,Lost,31,2,17.980285714285714
13047,2447.3321296733056,Champion,32,10,18.822906976744186
13048,1437.9025285271869,Loyal,14,4,13.499338235294118
13049,724.038702722622,Lost,64,2,46.90571428571429
13050,4542.015869035594,Champion,15,17,14.483523573200992
13055,1359.8639583463662,At Risk,78,3,15.97907894736842
13058,965.22686598438,At Risk,25,3,33.925000000000004
13064,1093.208448179157,At Risk,13,4,16.22449275362319
13066,2235.193209675999,Loyal,24,2,9.808333333333334
13068,485.7180489062686,Lost,10,2,172.0
13069,3464.4258370307957,Champion,1,24,10.437929411764706
13077,622.1507416369151,Lost,1,4,6.5113392857142856
13078,9608.371805422248,Champion,3,26,35.27357541899441
13079,1021.7400089110162,At Risk,4,5,36.68333333333334
13081,19470.72628955339,Champion,12,11,27.67322265625
13082,2915.933197272539,Champion,126,9,49.50178082191781
13083,1168.43596800383,At Risk,4,2,16.875
13085,485.1816980694372,Lost,158,2,18.91272727272727
13089,44741.74102878035,Champion,3,97,32.35744224422442
13090,6861.283326876182,Champion,9,14,57.48916129032258
13092,570.9780485820892,Lost,71,5,19.1132
13093,4323.733530842304,Champion,276,8,49.260817610062894
13094,1637.615744520345,Loyal,21,12,80.305
13097,4672.006481369423,Champion,33,10,14.20903073286052
13098,24683.39317246218,Champion,1,28,50.49377622377622
13102,5022.546838521306,Champion,1,24,21.131875
13104,1113.672692464054,At Risk,3,6,54.924
13107,1114.053752767131,At Risk,44,4,26.407241379310346
13109,1128.5616538332133,At Risk,60,2,16.734893617021275
13110,1423.078504147878,Loyal,31,7,10.266689655172414
13113,9414.05781675506,Champion,1,24,61.2298
13115,2316.404017653886,Loyal,12,4,19.12316666666667
13117,927.142411518389,At Risk,22,8,12.959342105263158
13118,1290.4757334381552,At Risk,20,5,15.162151898734177
13122,462.20234929331355,Lost,94,2,16.77072727272727
13124,2170.4580366982073,Loyal,90,3,16.452468085106382
13126,1739.533182438718,Loyal,5,8,14.997428571428571
13131,1443.9088757793083,Loyal,23,3,24.393181818181816
13133,410.4030930142686,Lost,274,2,15.685714285714283
13134,1774.1576116008291,Loyal,86,4,18.301836734693875
13136,2762.1334362085795,Champion,56,5,20.53236220472441
13137,3347.82548442217,Champion,11,8,5.185241477272727
13138,904.2942122721316,At Risk,22,6,15.276031746031746
13139,4974.696282417172,Champion,16,7,29.79376470588235
13140,517.374035213225,Lost,108,3,9.211304347826088
13141,1888.1376745667692,Loyal,85,5,17.694444444444443
13145,566.8510150823,Lost,40,4,103.08666666666666
13147,1974.711211319459,Loyal,10,4,178.20000000000002
13148,2872.659665601946,Champion,29,12,11.621065830721005
13149,1539.0359237630066,Loyal,14,4,19.48906976744186
13155,761.8229068400876,Lost,33,4,11.432470588235294
13157,1706.285524840616,Loyal,49,4,20.014022988505747
13158,1140.3132875521594,At Risk,95,4,15.203291139240504
13159,2450.255443032244,Champion,9,4,11.883057851239668
13162,1087.3108567236127,At Risk,122,4,21.370759493670885
13165,778.0572647114913,Lost,46,2,24.32095238095238
13167,1501.3804418942557,Loyal,19,4,12.174307692307693
13168,935.5646497917792,At Risk,36,4,10.070152671755723
13169,611.7923788222455,Lost,64,2,54.83692307692308
13171,663.5807215892521,Lost,22,3,10.182826086956522
13173,438.0930366599932,Lost,4,2,8.224418604651163
13174,1293.3457131044115,At Risk,16,3,8.971433121019109
13178,4180.0445450812385,Champion,26,11,21.60554716981132
13183,3067.44072776212,Champion,8,9,42.10404255319149
13184,1779.6565014248902,Loyal,15,10,9.39939226519337
13186,1628.631279325293,Loyal,40,3,19.947974683544302
13189,950.4952301070222,At Risk,19,2,8.988965517241379
13192,963.55787020452,At Risk,95,2,14.475238095238096
13196,1605.0369560994332,Loyal,11,4,16.343454545454545
13198,2588.1831800276723,Champion,10,6,15.049734513274338
13199,7524.371614611258,Champion,4,38,82.49680672268909
13200,1634.9512890579283,Loyal,19,4,18.915
13203,1179.8819036471623,At Risk,10,4,15.253684210526316
13207,695.1376546172221,Lost,15,2,31.2825
13208,1294.290479655853,At Risk,59,6,8.214093959731544
13209,4476.312963378714,Champion,30,8,18.35392523364486
13211,1097.9040565042974,At Risk,10,3,21.3825
13212,2126.546559096427,Loyal,20,3,5.549859154929578
13213,1828.830793086793,Loyal,57,5,16.895333333333333
13217,1238.380983757365,At Risk,122,3,133.495
13220,1234.3626272619615,At Risk,78,4,39.01380952380953
13221,552.1361454105191,Lost,240,2,12.839545454545457
13223,513.8552838701955,Lost,200,2,32.64
13224,1835.8727221090423,Loyal,60,2,19.9625
13225,4278.369695179564,Champion,3,7,201.995
13230,2415.0473326549736,Champion,4,14,4.5940589198036
13232,1769.6559403661322,Loyal,13,7,6.558454106280193
13233,550.5817308772921,Lost,74,2,14.072558139534884
13236,1276.135551318566,At Risk,25,2,20.69027777777778
13238,788.6575014362833,Lost,17,4,22.604193548387094
13240,658.1921695043427,Lost,96,4,9.905223880597015
13242,654.1562549355034,Lost,112,3,20.800000000000004
13246,1701.3241534983265,Loyal,18,6,14.094326241134752
13247,1385.8996804521323,At Risk,18,4,20.0448
13248,617.7662481831599,Lost,125,2,17.91076923076923
13249,822.2426801839664,Lost,92,3,30.93086956521739
13253,721.9102587906532,Lost,157,2,28.622222222222224
13255,423.2424994448558,Lost,9,2,30.73153846153846
13258,1049.5894121340318,At Risk,12,3,18.383684210526315
13261,464.80863519972513,Lost,269,2,104.9
13263,6585.013430851648,Champion,1,35,4.444883720930233
13265,2097.148764485558,Loyal,53,5,23.1610989010989
13266,4035.9835767918585,Champion,11,12,20.504064171122995
13267,3530.3809871032536,Champion,3,19,21.428862559241704
13268,2944.1080854058214,Champion,18,11,7.306113636363636
13269,4099.485267082497,Champion,1,15,16.91844936708861
13272,1108.7737056544618,At Risk,31,2,18.437333333333335
13276,1576.2389943930837,Loyal,64,2,19.69766666666667
13277,1017.949168425386,At Risk,16,4,32.3
13280,733.7555579335299,Lost,122,3,9.586588235294116
13282,1320.4095745849706,At Risk,18,3,30.59837837837838
13283,616.8778396526392,Lost,60,2,13.38
13285,2173.323551961052,Loyal,23,4,14.487272727272726
13292,654.3033034382155,Lost,39,2,18.67548387096774
13294,778.2433578484067,Lost,190,2,16.18037037037037
13297,2762.067544051379,Champion,8,4,35.421186440677964
13301,794.3014232653413,Lost,104,4,7.630740740740741
13305,1732.6118456346328,Loyal,4,10,24.701975308641973
13308,1163.5791694572872,At Risk,23,3,25.657592592592593
13309,1292.6676916234867,At Risk,7,5,13.614859813084111
13310,922.186256651294,At Risk,28,3,15.722638888888888
13311,767.0919640859669,Lost,4,2,23.02192307692308
13313,1334.765608828439,At Risk,22,5,19.94
13314,1600.6284523590232,Loyal,2,3,12.51516129032258
13316,4622.786590086707,Champion,37,4,68.70954022988506
13317,1823.1461019363144,Loyal,66,6,18.336129032258064
13318,2309.531274147482,Loyal,1,3,32.038
13319,8029.331795849555,Champion,5,26,22.784768907563027
13320,1620.3877805421134,Loyal,78,4,14.610377358490569
13321,1442.680508147812,Loyal,72,2,51.57818181818182
13323,2353.8585209376392,Loyal,3,5,37.516666666666666
13324,5152.25146431071,Champion,36,10,94.95933333333332
13327,2485.814914382505,Champion,39,8,33.59046296296296
13329,632.7045959689522,Lost,32,2,46.411764705882355
13330,1008.2884007861272,At Risk,93,3,21.526981132075473
13334,1894.237146789722,Loyal,82,3,13.197089552238806
13340,6861.601815949934,Champion,45,7,80.12298507462687
13344,1124.3261241149962,At Risk,68,3,21.37579831932773
13350,1558.10638156921,Loyal,16,2,24.478
13362,2396.1803849248695,Loyal,9,4,18.618915662650604
13363,2193.4502601475497,Loyal,18,2,16.541666666666668
13365,1989.79090850592,Loyal,34,2,17.385703125
13368,747.5772909543202,Lost,257,2,21.49655172413793
13373,2442.612945781161,Champion,61,3,20.963607594936708
13376,1116.4827232092844,At Risk,99,3,19.240754716981133
13379,1345.1705460220603,At Risk,26,3,5.902680412371134
13381,3208.6800017942933,Champion,32,6,21.15877906976744
13384,4444.471177746584,Champion,31,7,27.315328947368425
13389,1021.7347635464632,At Risk,11,3,15.646274509803922
13394,2294.2537358709874,Loyal,2,8,16.258193548387098
13396,1066.1924425983232,At Risk,29,2,31.65093023255814
13397,1331.1521496750324,At Risk,73,5,40.635000000000005
13402,513.4160952471324,Lost,127,2,15.92897435897436
13404,524.3822977842135,Lost,1,2,22.953636363636363
13405,698.0856258003104,Lost,74,3,21.201888888888888
13408,20809.58145782448,Champion,2,62,58.82225941422595
13410,1080.1355784839257,At Risk,24,5,35.82357142857143
13414,1220.1763065311743,At Risk,134,3,57.9375
13416,1734.0355618067229,Loyal,44,2,37.5
13417,920.0169478827262,At Risk,5,2,22.886785714285715
13418,4449.772666310264,Champion,12,18,20.156019736842108
13420,696.0360813009385,Lost,150,2,19.98125
13421,1193.2063308763309,At Risk,40,2,17.798846153846153
